prop_handle,enum_value,term_value,description,model_handle,version_string,node_handle
anatomic_site,C51.0 : Labium majus,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C51.1 : Labium minus,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C69.5 : Lacrimal gland,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C32.3 : Laryngeal cartilage,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C32.0 : Laryngeal commissure,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,"C32.9 : Larynx, NOS",,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C04.1 : Lateral floor of mouth,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C67.2 : Lateral wall of bladder,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C11.2 : Lateral wall of nasopharynx,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C10.2 : Lateral wall of oropharynx,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,"C16.5 : Lesser curvature of stomach, NOS",,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C02.4 : Lingual tonsil,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,"C00.9 : Lip, NOS",,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C22.0 : Liver,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C22 : LIVER AND INTRAHEPATIC BILE DUCTS,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C40.2 : Long bones of lower limb and associated joints,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,"C40.0 : Long bones of upper limb, scapula and associated joints",,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C03.1 : Lower gum,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,"C76.5 : Lower limb, NOS",,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,"C34.3 : Lower lobe, lung",,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C15.5 : Lower third of esophagus,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C50.3 : Lower-inner quadrant of breast,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C50.5 : Lower-outer quadrant of breast,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,"C34.9 : Lung, NOS",,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,"C77.9 : Lymph node, NOS",,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C77.3 : Lymph nodes of axilla or arm,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,"C77.0 : Lymph nodes of head, face and neck",,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C77.4 : Lymph nodes of inguinal region or leg,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C77.8 : Lymph nodes of multiple regions,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C34.0 : Main bronchus,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,"C08.9 : Major salivary gland, NOS",,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,"C63.9 : Male genital organs, NOS",,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C41.1 : Mandible,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C31.0 : Maxillary sinus,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C17.3 : Meckel diverticulum,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,"C38.3 : Mediastinum, NOS",,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C74.1 : Medulla of adrenal gland,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,"C70.9 : Meninges, NOS",,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C30.1 : Middle ear,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,"C34.2 : Middle lobe, lung",,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
anatomic_site,C15.4 : Middle third of esophagus,,"The location within the body as captured in the topography label of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
